Crs Code,Name,Changed By,Changed Date,NLC,16 Char Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Postcode,Longitude,Latitude,Station Operator,Staffing Level,CCTV Available,Info. avail. from staff,Opening Note,CIS,Help Points,Help Points Available,Ticket Office Opening Note,Ticket Office Available,Ticket Office Location,Pre-purchase Collection,Ticket Machine Available,Oyster Issued,Oyster Topup,Oyster Pickup,Use Oyster,Oyster Comments,Smartcard Issued,Smartcard Topup,Smartcard Pickup,Smartcard Validator,Smartcard Comments,Travelcard Zone,Penalty Fares,Penalty Fares TOCs,Penalty Fares URL,Always show Oyster,Note,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Available,Operator Name,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Opening Note,Available,Operator Name,1st Class Lounge Note,1st Class Lounge Opening Note,1st Class Lounge Available,Seated Area Available,Seated Area Location,Waiting Room Opening Note,Waiting Room Available,Waiting Room Location,Trolleys Available,Refreshments Note,Refreshments Available,WC Available,WC Location,Baby Change Available,Baby Change Location,Showers Available,Telephones Exist,Telephones Usage Type,Wifi Note,Wifi Available,Web Kiosk Opening Note,Web Kiosk Available,Postbox Available,Postbox Location,Tourist Info Available,Tourist Info Location,ATM Available,ATM Location,Bureau de Change Available,Shops Note,Shops Available,Helpline Note,Helpline Contact,Helpline Opening Note,Staff Help Note,Staff Help Opening Note,Staff Help Available,Induction Loop,Accessible Ticket Machines Note,Accessible Ticket Machines Available,Height Adjusted Counter Note,Height Adjusted Counter Available,Train Access Ramp Available,Accessible Taxis,Accessible Phones,Nearest Stations More Facilities Note,National Key Toilets Available,National Key Toilets Location,Step Free Access Note,Step Free Access Available,Ticket Gates Note,Ticket Gates Available,Impaired Mobility Set Down Note,Impaired Mobility Set Down Available,Wheelchairs Opening Note,Wheelchairs Available,Spaces,Sheltered,Security,Location,Note,Type,Rail Replacement Note,Rail Replacement Map,Taxi Rank,Onward Travel,Metro Services,Airport,Port,Car Hire,Cycle Hire,Station Alert,TOCs,Station Category,Page Guid,,,,,
VIR,Virginia Water,KMiller,01/01/2014,567600,VIRGINIA WATER,Station Approach,Virginia Water,,,,GU25 4AA,-0.562220659,51.40195798,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>In the booking hall</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,Y,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=GU25 4AA&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Virginia Water station</a>,N,,N,N,,N,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Only platform 1 (London bound) is&nbsp,accessible from Virginia Water. Wheelchair users wishing to travel on&nbsp,Reading/Chertsey-bound routes are advised to use Egham or Sunnigdale.</p>,N,,,,N,,N,28,Yes,Y,<p>Car park</p>,,Stands,"<p>Station forecourt, off Christchurch Road (B389)</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/VIR.pdf"">here</a></p>",,,,,,,SW,,DBD3BD7D20F34C4FB170DD16FEDDCF54,,,
WAL,Walton-on-Thames,BAyres,30/01/2014,557500,WALTON ON THAMES,Station Avenue,Walton On Thames,,,,KT12 1NR,-0.414625196,51.37293218,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Outside the station entrance and in booking hall</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,N,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=KT12 1NR&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Walton-on-Thames station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,"<p>There is access to platform 1 (for trains towards Surbiton, Clapham Junction and London Waterloo) via a dedicated wheelchair ramp.&nbsp;There is level access via a ramp onto platform 2 (for trains towards Weybridge and Woking).</p> <p>There is no step-free interchange between platforms. Please speak to our assisted Travel Team.</p>",N,,,,N,,N,158,No,Y,<p>Platforms 1 & 2</p>,,Stands,<p>Station Forecourt off Station Avenue (London Side)</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WAL.pdf"">here</a></p>",,,,,,,SW,,679CD04E3EDC462F887E0FDAC025C8A5,,,,,
WAN,Wanborough,KMiller,01/01/2014,563900,WANBOROUGH,Glaziers Lane,Guildford,,,,GU3 2ED,-0.667585828,51.24452137,SW,unstaffed,Y,,,,<p>Help points are available on all platforms</p>,Y,,N,<p>Outside the station entrance</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,Applicable Operators: First Great Western,GW,,N,<p>Please contact our Customer Services Department on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=GU3 2ED&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Wanborough station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Wheelchair access to&nbsp,platform 2 only.Access to platform 1 is&nbsp,via stepped footbridge.&nbsp,Car Park is step free.</p>,N,,,,N,,N,6,Yes,Y,<p>Platform 2</p>,,Stands,<p>The Paddocks' in Glaziers Lane.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WAN.pdf"">here</a></p>",,,,,,,SW,,41CADB364B6C4E6BAED74F2E7F64FB57,,
WNT,Wandsworth Town,cevans,22/08/2013,557600,WANDSWORTH TOWN,York Road,London,,,,SW18 1SU,-0.188123102,51.46105105,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>By the station entrance in subway</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 2,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SW18 1SU&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Wandsworth Town station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Wandsworth Town is inaccessible to Wheelchair users. Customers are advised to use either Clapham Junction or Richmond.</p>,N,Wide aisle gate available.,Y,,N,,N,6,No,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""booking hall entrance"">Booking hall entrance</span></p>",,Stands,"Old York Road, outside Station.",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WNT.pdf"">here</a></p>",,,,,,,SW,,3F5CB412BC1247DA81AFE08FDB2A3E03,,,,,
WRM,Wareham (Dorset),BAyres,30/01/2014,595900,WAREHAM DORSET,North Port,Wareham,,,,BH20 4AS,-2.11525952,50.69287417,SW,partTime,N,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>On platform 2 near entrance to ticket office</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,Y,,N,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Wareham station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,"<p>Platform one (for trains towards Poole, Bournemouth and London Waterloo) has level access from the station entrance.</p> <p>Platform two (for trains to Wool, Dorchester South and Weymouth) has level access from the station entrance.</p> <p>Interchange between platforms is via a stepped &nbsp;footbridge</p>",N,,,,N,,Y,2,Yes,N,,,Stands,<p>Through Journeys:Bus lay-by at roundabout on upside of station. Start/Terminating Journeys: Station forecourt off Northport.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WRM.pdf"">here</a></p>",,,,,<p>Cycle hire tennancy shop near station forecourt</p>,,SW,,BA052516162D46E48E94B65C600D053F,,,,,
WBY,West Byfleet,BAyres,30/01/2014,568400,WEST BYFLEET,Claremont Road,Weybridge,,,,KT14 6DY,-0.505478144,51.33922612,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Outside ticket office and on Platform 3</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,N,,N,,N,Y,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=KT14 6DY&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around West Byfleet station</a></p>",N,,N,N,,N,,N,,N,,Y,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>The London bound platform has step free access from the entrance ot the station.</p> <p>Access to platform 2 is via the lifts that are available 24 hours a day.</p> <p>&nbsp,</p>,Y,,,,N,,N,140,No,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""platform 1 car park, platform 3 exit"">Platform 1 car park, platform 3 exit</span></p>",,Stands,<p>Station Approach next to Enterprise House.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WBY.pdf"">here</a></p>",,,,,,,SW,,D31840440D1C439CA930DD8AB88E13ED,,,,
WYB,Weybridge,KMiller,01/01/2014,557700,WEYBRIDGE,Station Approach,Weybridge,,,,KT13 8UD,-0.457715753,51.361772,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Left of station entrance opposite taxi rank</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=KT13 8UD&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Weybridge station</a></p>",N,,N,N,,N,,Y,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,<p>Variable height counter</p>,Y,Y,,,,N,,<p>Weybridge is fully accessible with lifts to all platforms from the overbridge via the main station entrance.</p> <p>The lifts are available 24 hours a day</p>,Y,,,,Y,,Y,74,No,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""platform 1, 2 and car park"">Platform 1, 2 and car park</span></p>",,Stands,<p>Station forecourt on London side by Dry Cleaning shop.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WYB.pdf"">here</a></p>",,,,,,,SW,,10C1E8CACFC844D8BBBCD1C2AA394277,,,,,
WEY,Weymouth,cevans,22/08/2013,596500,WEYMOUTH.,King Street,Weymouth,,,,DT4 7BN,-2.454887722,50.61601612,SW,fullTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>By the platform entrance and the ticket office.</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,Y,,Y,Y,,N,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Weymouth station</p>,N,,N,N,,N,,Y,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,"<p>The toilet is located in the main station building opposite the ticket office.</p> <p>Access is via RADAR key available from staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: <a href=""mailto:radar@radar.org.uk"">radar@radar.org.uk</a>, web: www.radar.org.uk/ site</p>",<p>Weymouth station has level access to all platforms from the car park and main station entrance.</p>,Y,,,,N,,Y,8,Yes,Y,,,Stands,<p>Station forecourt - off King Street</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WEY.pdf"">here</a></p>",,,,,,,SW,,2F8CAAB717F74DB3A9EB27BF6BD7B214,,,,,
WHM,Whimple,cevans,22/08/2013,575900,WHIMPLE,Whimple,Devon,,,,EX5 2QW,-3.354340682,50.76801832,SW,unstaffed,Y,,,,<p>Help points are available on all platforms</p>,Y,,N,<p>Platform 1</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Whimple station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Whimple is a wheelchair accessible station.</p>,Y,,,,N,,N,4,No,Y,,,Stands,<p>Stop/turn in forecourt area (Station Road).</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WHM.pdf"">here</a></p>",,,,,,,SW,,CB1224ADF21C43528A52B5AAC037F864,,,,,
WCH,Whitchurch (Hants),KMiller,01/01/2014,552700,WHITCHURCH HANTS,Station Road,Whitchurch,,,,RG28 7ER,-1.338181206,51.23741109,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Outside to left of main station entrance.</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=RG28 7ER&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Whitchurch (Hants) station</a>,N,,N,Y,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,Only platform 2 (down services) is accessible to wheelchair users. Platform 1 (London bound) is via stepped footbridge.,N,,,,N,,N,12,No,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""Platform 2 and car park"">Platform 2 and car park</span></p>",,Stands,<p>Bus stop at top of Approach Road.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WCH.pdf"">here</a></p>",,,,,,,SW,,89A98762C03648E89FBDADCDFC9F2B25,,,,,
WTN,Whitton (London),cevans,23/08/2013,561100,WHITTON LONDON,High Street,Whitton,Greater London,,,TW2 7LG,-0.357683876,51.44961063,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>In the booking hall</p>,TicketMachine,Y,N,Y,TicketMachine,Y,Only Oyster pay as you go top-ups are available from self-service ticket machine(s),N,N,NotAvailable,N,,Zone 5,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=TW2 7LG&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Whitton station</a></p>",N,,N,Y,,N,,Y,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,"<p>Whitton is inaccessible to wheelchair users, customers are advised to use either Feltham or Twickenham.</p>",N,,,,N,,N,20,No,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""booking hall entrance"">Booking hall entrance</span></p>",,Stands,High Street outside station: To Hounslow: Bus stop 'A' From Hounslow: Bus Stop 'B',,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WTN.pdf"">here</a></p>",,,,,,,SW,,3960CFA1E6764D9D8E743F1952DB4A65,,,,,
WIM,Wimbledon,KThimbleby,20/01/2014,557800,WIMBLEDON,The Broadway,LONDON,,,,SW19 7NL,-0.206498827,51.42158552,SW,fullTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>At the station entrances and in the main booking hall</p>,TicketMachine,Y,Y,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 3,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,Y,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Wimbledon station</p>,N,,N,Y,,N,,Y,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,Y,Y,,,,N,"<p>Please note location of toilet is incorrect on station map.Toilet is located at bottom of stairs leading to District Line&nbsp; platforms 1 - 4.A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>Wimbledon has level access to and between all platforms. There are lifts between the overbridge (access opposite the stairs to platforms 9 or 5) and the platforms Please note that the lifts are located behind the stairs to the overbridge on platforms 5 to 9 and are available 24 hours a day</p>,Y,,,,N,,Y,162,Yes,Y,,,Stands,"<p>To Raynes Park, taxi lane alongside station. To Clapham, Barclays bank bus stop, Alexandra Road. Terminating services may use 'Centre Court' Entrance.</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WIM.pdf"">here</a></p>",,,,,,,SW,,96B15AE6AB214E2C96E55FA62D7783D6,,,,,
WIN,Winchester,KMiller,10/02/2014,592400,WINCHESTER.,Station Hill,Winchester,,,,SO23 8TJ,-1.319703002,51.06720512,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>In both booking halls</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,Y,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Winchester station</p>,N,,N,Y,,N,,Y,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,Y,Y,,,,N,"<p>A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>There is level access to both platforms at the station.</p> <p>Interchange between platforms is outside the station and requires crossing a busy road.</p>,N,,,,N,,Y,102,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""platform 1 car park, platform 2"">Platform 1 car park, platform 2</span></p>",,Stands,<p>Andover Road car park. Overnight services can use Station Hill.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/WIN.pdf"">here</a></p>",,,,,,"<p>Access for All Scheme includes a new footbridge and lifts including other station refurbishments and enhancements. The work starts June 2013, during this time some station facilities may be unavailable.� </p> <p><strong>Decked Car Park scheme <span>expected to be completed by March 2014.</span></strong></p> <p style=""margin: 0cm 0cm 0pt;""><span>From Monday 11 November until the project is completed the car park (platform 2) will be closed to vehicles and pede</span><span>strians. </span></p> <p style=""margin: 0cm 0cm 0pt;""><span></span></p> <p style=""margin: 0cm 0cm 0pt;""><span></span></p> <p style=""margin: 0cm 0cm 0pt;""><span>The platform 1 car park is available for season ticket holders only (this means <strong>Car Park</strong> season ticket holders) before <strong>0900 </strong>Monday to Friday</span></p> <p style=""margin: 0cm 0cm 0pt;""><span></span></p> <p style=""margin: 0cm 0cm 0pt;""><span>�</span><span></span></p> <p style=""margin: 0cm 0cm 0pt;""><span>Alternative parking is available locally using the Winchester City Council car parks. </span><span>Railway parking tickets are </span><b><span>not </span></b><span>accepted within these car parks.��� <span>Please observe the posters displayed at the station.</span></p> <p style=""margin: 0cm 0cm 0pt;"">�</p> <p>&#160;</p> <p>&#160;</p> <p></span></p> <p style=""margin: 0cm 0cm 0pt;""><span>I am sorry for the inconvenience this will cause and thank you for your patience while we deliver this substantial improvement.</span></p>",SW,,40B53BE61F15462F9EAB0F275287DC7A,,,,,
